Date,Location,Ticket Type,Group
2022-10-03,Singapore Pools Hougang N3 Branch - Block 322 Hougang Avenue 5 #01-70,1 QuickPick Ordinary Entry,2
2022-10-03,Sheng Siong Sengkang West Ave - Block 455 Sengkang West Avenue #01-16,1 System 7 Entry,2
2022-10-03,NTUC FairPrice Bedok North Street 1 - Block 212 Bedok North Street 1 #01-147,1 Ordinary Entry,2
2022-10-03,iTOTO - System 1,iTOTO - System 12,2
2022-09-29,NTUC FairPrice AMK Hub - 53 Ang Mo Kio Avenue 3 #B2-40 AMK Hub,1 QuickPick Ordinary Entry,2
2022-09-29,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-09-26,NTUC FairPrice Boon Lay Place - 221 Boon Lay Place #02-200 Boon Lay Shopping Complex,1 System 7 Entry,1
2022-09-26,Singapore Pools IMM Branch - 2 Jurong East Street 21 #02-63 IMM Building,1 QuickPick System 7 Entry,2
2022-09-22,Singapore Pools Ang Mo Kio N6 Branch - Block 630 Ang Mo Kio Avenue 4 #01-968,1 System 7 Entry,1
2022-09-22,7-Eleven Store Eunos Crescent - Block 1A Eunos Crescent #01-2469/2471,1 System 8 Entry,2
2022-09-19,Singapore Pools Account Betting Service - -,1 System 7 Entry,1
2022-09-19,Tampines Trading - 828 - Block 828 Tampines Street 81 #01-234,1 QuickPick Ordinary Entry,2
2022-09-15,NTUC FairPrice White Sands - 1 Pasir Ris Central Street 3 #B1-10 White Sands,1 QuickPick System 8 Entry,2
2022-09-15,Tuck Lee Long - Block 159 Ang Mo Kio Avenue 4 #01-536,1 System 7 Entry,2
2022-09-12,Cheers Haig Road - Block 12 Haig Road #01-333/335,1 QuickPick Ordinary Entry,1
2022-09-12,Singapore Pools Hougang N2 Branch - Block 211 Hougang Street 21 #01-309,1 QuickPick Ordinary Entry,2
2022-09-08,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 QuickPick Ordinary Entry,1
2022-09-08,Fatt Chye Heng Trading - Block 7 Hougang Avenue 3 #01-48,1 QuickPick System 8 Entry,2
2022-09-01,Cheers Changi Village Road - Block 4 Changi Village Road #01-2074,1 QuickPick System 7 Entry,1
2022-09-01,Singapore Pools Sim Lim Square Branch - 1 Rochor Canal Road #B1-37 Sim Lim Square,1 QuickPick System 8 Entry,2
2022-09-01,NTUC FairPrice Dawson Place - 57 Dawson Road #01-07 Dawson Place,1 QuickPick System 7 Entry,2
2022-09-01,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2022-09-01,Singapore Pools Bencoolen Branch - 180 Bencoolen Street #01-59 The Bencoolen,1 QuickPick System 7 Entry,2
2022-09-01,Singapore Pools Jurong East Branch - Block 351 Jurong East Street 31 #01-93,1 QuickPick Ordinary Entry,2
2022-09-01,Singapore Pools Account Betting Service - -,1 System 9 Entry,2
2022-08-29,Seah Koon Huat - Bukit Merah View - Block 116 Bukit Merah View #01-233,1 QuickPick System 8 Entry,2
2022-08-29,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
2022-08-29,Metro Woodlands - 1 Woodlands Square #01-18/19 Causeway Point,1 QuickPick System 7 Entry,2
2022-08-29,NTUC FairPrice Hillion Mall - 17 Petir Road #B2-67 Hillion Mall,1 QuickPick System 7 Entry,2
2022-08-29,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2022-08-29,Singapore Pools IMM Branch - 2 Jurong East Street 21 #02-63 IMM Building,1 QuickPick System 7 Entry,2
2022-08-29,NTUC FairPrice The Woodgrove - 30 Woodlands Avenue 1 #01-11 The Woodgrove,1 QuickPick Ordinary Entry,2
2022-08-29,Premier Security Co-operative Ltd  - Block 555 Ang Mo Kio Avenue 10 #01-1966,1 QuickPick Ordinary Entry,2
2022-08-29,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-08-29,Singapore Pools Bedok Town Centre Branch - Block 204 Bedok North Street 1 #01-415,1 QuickPick Ordinary Entry,2
2022-08-29,Cheers Bedok North Street 3 - Block 539 Bedok North Street 3 #01-625,1 System Roll Entry,2
2022-08-29,Livewire (Resorts World Sentosa) - 26 Sentosa Gateway #B1-208,1 System 11 Entry,2
2022-08-29,NTUC FairPrice Bishan Street 13 - Block 510 Bishan Street 13 #01-520,1 Ordinary Entry,2
2022-08-29,Seah Koon Huat (Boon Tiong Rd) - Blk 11A Boon Tiong Rd #01-10,1 Ordinary Entry,2
2022-08-29,iTOTO - System 1,iTOTO - System 12,2
2022-08-25,7-Eleven Store Bedok North Street 2 - Block 123 Bedok North Street 2 #01-158,1 QuickPick Ordinary Entry,2
2022-08-18,Jake Merchandise Associates - Block 503 Tampines Central 1 #01-283,1 QuickPick Ordinary Entry,1
2022-08-18,Tong Aik Huat - Block 685 Hougang Street 61 #01-160,1 QuickPick System 7 Entry,2
2022-08-18,PFG Framing & Trading - Block 960 Jurong West Street 92 #01-182,1 QuickPick Ordinary Entry,2
2022-08-18,NTUC FairPrice Bedok North Street 1 - Block 212 Bedok North Street 1 #01-147,1 System 8 Entry,2
2022-08-18,Singapore Pools Holland Drive Branch - Block 46 Holland Drive #01-371/373,1 System 7 Entry,2
2022-08-18,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 System 7 Entry,2
2022-08-18,Singapore Pools Bukit Panjang Branch - Block 257 Bangkit Road #01-49,1 Ordinary Entry,2
2022-08-18,iTOTO - System 1,iTOTO - System 12,2
2022-08-18,iTOTO - System 1,iTOTO - System 12,2
2022-08-15,Everstream Trading - Block 283 Bukit Batok East Avenue 3 #01-281,1 QuickPick System 7 Entry,2
2022-08-15,Singapore Pools Ang Mo Kio N2A Branch - Block 226A Ang Mo Kio Avenue 1 #01-625,1 QuickPick System 7 Entry,2
2022-08-08,NTUC FairPrice Le Quest - 4 Bukit Batok Street 41 #01-91/92 Le Quest,1 QuickPick System 7 Entry,1
2022-08-05,Cold Storage Compass One - 1 Sengkang Square #B1-25 Compass One,1 QuickPick System 7 Entry,1
2022-08-05,Singapore Pools Holland Drive Branch - Block 46 Holland Drive #01-371/373,1 QuickPick System 9 Entry,2
2022-08-05,Goh Geok Kwee Agency - Bukit Merah - Block 124 Bukit Merah Lane 1 #01-148,1 QuickPick System 7 Entry,2
2022-08-05,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 QuickPick System 7 Entry,2
2022-08-05,NTUC FairPrice Clementi Avenue 3 - Block 451 Clementi Avenue 3 #01-307,1 QuickPick Ordinary Entry,2
2022-08-05,Singapore Pools Upper Boon Keng Branch - Block 18 Upper Boon Keng Road #01-1149/1151,1 QuickPick Ordinary Entry,2
2022-08-05,Singapore Pools Account Betting Service - -,1 System 12 Entry,2
2022-08-05,Singapore Pools Ang Mo Kio N2 Branch - Block 202 Ang Mo Kio Avenue 3 #01-1662/1664,1 System 8 Entry,2
2022-08-05,NTUC FairPrice Thomson Plaza - 301 Upper Thomson Road #03-36 Thomson Plaza,1 System 7 Entry,2
2022-08-05,iTOTO - System 1,iTOTO - System 12,2
2022-08-01,PFG Framing & Trading - Block 960 Jurong West Street 92 #01-182,1 QuickPick Ordinary Entry,1
2022-08-01,Singapore Pools Bukit Panjang Branch - Block 257 Bangkit Road #01-49,1 QuickPick System 8 Entry,2
2022-08-01,Singapore Pools Cheong Chin Nam Road Branch - 5 Cheong Chin Nam Road,1 QuickPick Ordinary Entry,2
2022-08-01,Singapore Pools Hougang N1 Branch - Block 106 Hougang Avenue 1 #01-1209/1211,1 Ordinary Entry,2
2022-07-28,Delisia Agency Pte Ltd - 149 Rochor Road #B1-26 Fu Lu Shou Complex,1 QuickPick Ordinary Entry,1
2022-07-28,Tampines Trading - 828 - Block 828 Tampines Street 81 #01-234,1 QuickPick Ordinary Entry,2
2022-07-25,Giant Compassvale Bow - Block 266 Compassvale Bow #01-02,1 QuickPick System 7 Entry,1
2022-07-25,Everbright  Services - 108 Depot Road #01-17 Depot Heights Shopping Centre,1 System 7 Entry,2
2022-07-21,NTUC FairPrice Jurong Point - 63 Jurong West Central 3 #03-01 Jurong Point,1 QuickPick Ordinary Entry,1
2022-07-21,iTOTO - System 1,iTOTO - System 12,1
2022-07-21,Singapore Pools Pasir Ris N2 Branch - 259 Pasir Ris Street 21 #02-29 Loyang Point,1 QuickPick System 7 Entry,2
2022-07-21,iTOTO - System 1,iTOTO - System 12,2
2022-07-14,NTUC FairPrice Kallang Bahru - Block 71 Kallang Bahru #01-529,1 QuickPick Ordinary Entry,1
2022-07-14,iTOTO - System 1,iTOTO - System 12,1
2022-07-14,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
2022-07-14,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 QuickPick System 8 Entry,2
2022-07-14,NTUC FairPrice White Sands - 1 Pasir Ris Central Street 3 #B1-10 White Sands,1 QuickPick System 7 Entry,2
2022-07-14,Soh Choo Trading - Block 19 Marsiling Lane #01-303,1 QuickPick System 7 Entry,2
2022-07-14,Fatt Chye Heng Trading - Block 7 Hougang Avenue 3 #01-48,1 QuickPick Ordinary Entry,2
2022-07-14,NTUC FairPrice Hougang Mall - 90 Hougang Avenue 10 #B1-07 Hougang Mall,1 QuickPick Ordinary Entry,2
2022-07-14,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
2022-07-14,"China Square Betting Centre - Level 2 - 51 Telok Ayer St, #02-00",1 System 7 Entry,2
2022-07-14,Dawn Florist - 21 Hougang Street 51 #01-04A Hougang Green Shopping Mall,1 System 7 Entry,2
2022-07-14,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-07-14,iTOTO - System 1,iTOTO - System 12,2
2022-07-14,iTOTO - System 1,iTOTO - System 12,2
2022-07-11,Singapore Pools Cheong Chin Nam Road Branch - 5 Cheong Chin Nam Road,1 QuickPick System 8 Entry,2
2022-07-11,Cheers Hougang Central - Block 810 Hougang Central #01-214,1 QuickPick System 7 Entry,2
2022-07-11,Livewire (Resorts World Sentosa) - 26 Sentosa Gateway #B1-208,1 QuickPick System 7 Entry,2
2022-07-11,7-Eleven Store Circular Road - 58 Circular Road #01-01,1 QuickPick Ordinary Entry,2
2022-07-11,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-07-11,Singapore Pools Tampines Mart Branch - 11 Tampines Street 32 #01-03 Tampines Mart,1 QuickPick Ordinary Entry,2
2022-07-11,NTUC FairPrice Jurong Point - 63 Jurong West Central 3 #03-01 Jurong Point,1 System Roll Entry,2
2022-07-07,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-07-04,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2022-07-04,NTUC FairPrice Yishun MRT Station - 301 Yishun Avenue 2 #01-02 Yishun MRT,1 System Roll Entry,2
2022-06-30,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,1
2022-06-30,Singapore Pools Geylang Bahru Branch - Block 57 Geylang Bahru #01-3503,1 QuickPick System 7 Entry,1
2022-06-30,Cold Storage Compass One - 1 Sengkang Square #B1-25 Compass One,1 QuickPick Ordinary Entry,1
2022-06-30,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,1
2022-06-30,Clifford Gift Shop - Block 532 Ang Mo Kio Avenue 10 #01-2459,1 QuickPick System 7 Entry,2
2022-06-30,NTUC FairPrice Bedok North Street 1 - Block 212 Bedok North Street 1 #01-147,1 QuickPick System 7 Entry,2
2022-06-30,NTUC FairPrice Kallang Wave Mall - 1 Stadium Place #01-29 Kallang Wave Mall,1 QuickPick System 7 Entry,2
2022-06-30,Singapore Pools Bishan N2 Branch - Block 279 Bishan Street 24 #01-52,1 QuickPick System 7 Entry,2
2022-06-30,Wanrise - Block 47 Sims Place #01-177,1 QuickPick System 7 Entry,2
2022-06-30,7-Eleven Store Plaza Singapura - 68 Orchard Road #01-51 Plaza Singapura,1 QuickPick Ordinary Entry,2
2022-06-30,NTUC FairPrice Bedok North Street 1 - Block 212 Bedok North Street 1 #01-147,1 QuickPick Ordinary Entry,2
2022-06-30,Sheng Siong Junction 9 - 18 Yishun Avenue 9 #02-05 to #02-10 Junction 9,1 QuickPick Ordinary Entry,2
2022-06-30,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-06-30,Singapore Pools Yishun N1 Branch - Block 101 Yishun Avenue 5 #01-37,1 QuickPick Ordinary Entry,2
2022-06-30,Singapore Pools Account Betting Service - -,1 System Roll Entry,2
2022-06-30,Mee Lee Cheong Pte. Ltd. - Block 139 Tampines Street 11 #01-88,2 System 12 Entry,2
2022-06-30,Singapore Pools Geylang Bahru Branch - Block 57 Geylang Bahru #01-3503,1 System 9 Entry,2
2022-06-27,Singapore Pools Yishun N4 Branch - Block 415 Yishun Avenue 11 #01-311,1 QuickPick System 7 Entry,2
2022-06-27,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-06-27,Sheng Siong Jalan Berseh   - 1 Jalan Berseh #B1-02 to #B1-22 New World Centre,1 Ordinary Entry,2
2022-06-27,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2022-06-23,Singapore Pools Bukit Panjang Branch - Block 257 Bangkit Road #01-49,1 QuickPick System 7 Entry,2
2022-06-23,Singapore Pools Hougang N2 Branch - Block 211 Hougang Street 21 #01-309,1 QuickPick System 7 Entry,2
2022-06-23,7-Eleven Store Tai Thong Crescent - 27 Tai Thong Crescent,1 QuickPick Ordinary Entry,2
2022-06-16,Livewire (Resorts World Sentosa) - 26 Sentosa Gateway #B1-208,1 QuickPick Ordinary Entry,1
2022-06-16,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-06-16,Singapore Pools Bukit Batok N3 Branch - Block 324 Bukit Batok Street 33 #01-47,1 System 8 Entry,2
2022-06-16,Dawn Florist - 21 Hougang Street 51 #01-04A Hougang Green Shopping Mall,1 System 7 Entry,2
2022-06-16,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 Ordinary Entry,2
2022-06-13,Singapore Pools Potong Pasir Branch - Block 148 Potong Pasir Avenue 1 #01-73,1 QuickPick Ordinary Entry,1
2022-06-13,Everstream Trading - Block 283 Bukit Batok East Avenue 3 #01-281,1 QuickPick Ordinary Entry,2
2022-06-13,iTOTO - System 1,iTOTO - System 12,2
2022-06-09,Teo Khar Bee Agency - Blk 84 Redhill Lane #01-356,1 QuickPick Ordinary Entry,2
2022-06-06,NTUC FairPrice Joo Koon - 1 Joo Koon Circle #03-21 Fairprice Hub,1 QuickPick Ordinary Entry,1
2022-06-06,Prime Joo Seng - Block 1 Upper Aljunied Lane #01-01,1 QuickPick Ordinary Entry,1
2022-06-06,Singapore Pools Hougang N1 Branch - Block 106 Hougang Avenue 1 #01-1209/1211,1 QuickPick Ordinary Entry,2
2022-06-06,Singapore Pools Pasir Ris N7 Branch - 735 Pasir Ris Street 72 #01-358 Pasir Ris West Plaza,1 QuickPick Ordinary Entry,2
2022-06-02,PFG Framing & Trading - Block 960 Jurong West Street 92 #01-182,1 QuickPick Ordinary Entry,2
2022-05-30,Singapore Pools Siglap Branch - 697B East Coast Road,1 QuickPick System 7 Entry,1
2022-05-30,7-Eleven Store Sin Ming - 244H Upper Thomson Road,1 QuickPick System 7 Entry,2
2022-05-30,Livewire Singapore Pools - 210 Middle Road #01-01 Singapore Pools Building,1 QuickPick Ordinary Entry,2
2022-05-30,Giant Beauty World Centre - 144 Upper Bukit Timah Road #B1-01 Beauty World Centre,1 System 8 Entry,2
2022-05-30,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
2022-05-26,7-Eleven Store McCallum Street - 3 McCallum Street,1 QuickPick System 7 Entry,2
2022-05-23,Jake Merchandise Associates - Block 503 Tampines Central 1 #01-283,1 System 7 Entry,1
2022-05-23,Singapore Pools Account Betting Service - -,1 System 7 Entry,1
2022-05-23,Singapore Pools Teck Whye Branch - Block 141 Teck Whye Lane #01-271,1 QuickPick Ordinary Entry,2
2022-05-23,NTUC FairPrice Clementi Avenue 3 - Block 451 Clementi Avenue 3 #01-307,1 System 8 Entry,2
2022-05-23,Tay Sui Lan Agency - 11 Collyer Quay #02-13 The Arcade,1 System 8 Entry,2
2022-05-23,iTOTO - System 1,iTOTO - System 12,2
2022-05-19,iTOTO - System 1,iTOTO - System 12,1
2022-05-19,NTUC FairPrice AMK Hub - 53 Ang Mo Kio Avenue 3 #B2-40 AMK Hub,1 QuickPick System 7 Entry,2
2022-05-19,NTUC FairPrice E!Hub @ Downtown East - 1 Pasir Ris Close #02-127 E! Hub @ Downtown East,1 QuickPick System 7 Entry,2
2022-05-19,Cheng Chew Wah Agency - Bedok South Road - Block 17 Bedok South Road #01-583,1 QuickPick Ordinary Entry,2
2022-05-19,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 QuickPick Ordinary Entry,2
2022-05-19,Singapore Pools Whampoa Drive Branch - Block 88 Whampoa Drive #01-857,1 System 12 Entry,2
2022-05-19,Singapore Pools Bishan N2 Branch - Block 279 Bishan Street 24 #01-52,1 System 9 Entry,2
2022-05-19,NTUC FairPrice Eastpoint Mall - 3 Simei Street 6 #05-01 Eastpoint Mall,1 System 7 Entry,2
2022-05-16,NTUC FairPrice Punggol Plaza - 168 Punggol Field Road #03-01 Punggol Plaza,1 System 9 Entry,2
2022-05-12,7-Eleven Store Sixth Avenue - 6 Sixth Avenue,1 QuickPick System 8 Entry,2
2022-05-12,NTUC FairPrice Changi Business Park - 8 Changi Business Park Avenue 1 #01-51/#02-51,1 QuickPick System 8 Entry,2
2022-05-09,Singapore Pools Hougang N1 Branch - Block 106 Hougang Avenue 1 #01-1209/1211,1 QuickPick System 7 Entry,1
2022-05-09,Ong Eng Siang Trading - Block 71 Seng Poh Road #01-43,1 QuickPick Ordinary Entry,2
2022-05-09,Cheers Bedok North Street 3 - Block 539 Bedok North Street 3 #01-625,1 System 7 Entry,2
2022-05-09,Singapore Pools Circuit Road 88 Branch - Block 88 Circuit Road #01-961,1 System 7 Entry,2
2022-05-09,Tan Boon Tin Agency - Blk 56 Marine Terrace #01-253,1 System 7 Entry,2
2022-05-09,Cheng Tai Boon Beng - 150 Orchard Road #01-63 Orchard Plaza,1 Ordinary Entry,2
2022-05-05,Ng Teo Guan Self Service - Block 301 Ubi Avenue 1 #01-241,1 QuickPick Ordinary Entry,1
2022-05-05,Everbright  Services - 108 Depot Road #01-17 Depot Heights Shopping Centre,1 QuickPick System 7 Entry,2
2022-05-05,Everstream Trading - Block 283 Bukit Batok East Avenue 3 #01-281,1 QuickPick System 7 Entry,2
2022-05-05,Kwek Lee Eng Agency - 200 Jalan Sultan #01-29 Textile Centre,1 QuickPick Ordinary Entry,2
2022-05-02,Singapore Pools Toa Payoh Lorong 8 Branch - Block 212 Toa Payoh Lorong 8 #01-39,1 QuickPick System 7 Entry,2
2022-05-02,7-Eleven Store Owen Road - Block 45 Owen Road #01-295,1 QuickPick Ordinary Entry,2
2022-05-02,Li Thoe Trading - Block 119 Aljunied Avenue 2 #01-78,1 System 7 Entry,2
2022-04-28,Vitatron & Medical Co - 60 Smith Street,1 QuickPick Ordinary Entry,1
2022-04-28,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-04-28,Singapore Pools Pasir Ris N7 Branch - 735 Pasir Ris Street 72 #01-358 Pasir Ris West Plaza,1 System 8 Entry,2
2022-04-28,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-04-25,Xie Sheng Departmental Service Company - Block 632 Bedok Reservoir Road #01-820,1 QuickPick System 7 Entry,2
2022-04-25,Singapore Pools Tampines Mart Branch - 11 Tampines Street 32 #01-03 Tampines Mart,1 QuickPick Ordinary Entry,2
2022-04-25,Singapore Pools Potong Pasir Branch - Block 148 Potong Pasir Avenue 1 #01-73,1 Ordinary Entry,2
2022-04-21,Prime Chai Chee Road - Block 25A Chai Chee Road #01-459,1 Ordinary Entry,1
2022-04-21,Singapore Pools Tampines N4 Branch - Block 481 Tampines Street 44 #01-277,1 Ordinary Entry,1
2022-04-21,NTUC FairPrice Bukit Timah Plaza - 1 Jalan Anak Bukit #B1-01 Bukit Timah Plaza,1 QuickPick System 7 Entry,2
2022-04-21,Teo Sook Cheng Agency - Block 293 Yishun Street 22 #01-225,1 QuickPick System 7 Entry,2
2022-04-21,Singapore Pools King George's Ave Branch - Block 803 King George's Avenue #01-200/202,1 QuickPick Ordinary Entry,2
2022-04-21,NTUC FairPrice Thomson Plaza - 301 Upper Thomson Road #03-36 Thomson Plaza,1 Ordinary Entry,2
2022-04-18,Prime Compassvale Street - Block 263 Compassvale Street #01-01,1 QuickPick System 7 Entry,2
2022-04-14,iTOTO - System 1,iTOTO - System 12,1
2022-04-14,iTOTO - System 1,iTOTO - System 12,1
2022-04-14,7-Eleven Store Bedok North Street 2 - Block 123 Bedok North Street 2 #01-158,1 QuickPick System 7 Entry,2
2022-04-14,NTUC FairPrice Bukit Merah Central - Block 166 Bukit Merah Central #02-3531,1 QuickPick System 7 Entry,2
2022-04-14,NTUC FairPrice Toa Payoh HDB Centre - 500 Lorong 6 Toa Payoh #B1-32/#01-33 HDB Centre,1 QuickPick System 7 Entry,2
2022-04-14,Sheng Siong Jalan Berseh   - 1 Jalan Berseh #B1-02 to #B1-22 New World Centre,1 QuickPick System 7 Entry,2
2022-04-14,Singapore Pools Account Betting Service - -,1 System 9 Entry,2
2022-04-14,Hin Teck Leong Trading Company - Whampoa Drive - Block 74 Whampoa Drive #01-342,1 System 8 Entry,2
2022-04-14,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
2022-04-14,NTUC FairPrice Serangoon North Avenue 1 - Block 152B Serangoon North Avenue 1 #01-384,1 System 7 Entry,2
2022-04-14,NTUC FairPrice Sengkang East Ave - Block 279 Sengkang East Avenue #01-06,1 Ordinary Entry,2
2022-04-14,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2022-04-14,iTOTO - System 1,iTOTO - System 12,2
2022-04-11,7-Eleven Store Bukit Batok West Avenue 6 - Block 132 Bukit Batok West Avenue 6 #01-304,1 QuickPick System 7 Entry,2
2022-04-11,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2022-04-11,Singapore Pools Lorong 25A Geylang Branch - 62 Lorong 25A Geylang Road,1 QuickPick System 7 Entry,2
2022-04-11,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-04-11,Singapore Pools Ang Mo Kio N7 Branch - Block 726 Ang Mo Kio Avenue 6 #01-4158,1 QuickPick Ordinary Entry,2
2022-04-11,Singapore Pools Toa Payoh Lorong 1 Branch - Block 111 Toa Payoh Lorong 1 #01-354,1 QuickPick Ordinary Entry,2
2022-04-11,Singapore Pools Sim Lim Square Branch - 1 Rochor Canal Road #B1-37 Sim Lim Square,1 System 8 Entry,2
2022-04-11,Lee Eng Trading Store - Block 201B Tampines Street 21 #01-1083,1 System 7 Entry,2
2022-04-11,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-04-11,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2022-04-11,iTOTO - System 1,iTOTO - System 12,2
2022-04-11,iTOTO - System 1,iTOTO - System 12,2
2022-04-07,Golden Lagoon Trading - Block 136 Marsiling Road #01-2182,1 QuickPick System 7 Entry,2
2022-04-07,7-Eleven Store Bukit Batok West Avenue 6 - Block 132 Bukit Batok West Avenue 6 #01-304,1 QuickPick Ordinary Entry,2
2022-04-07,Li Thoe Trading - Block 119 Aljunied Avenue 2 #01-78,1 QuickPick Ordinary Entry,2
2022-04-07,Kis Store - 3 Pickering Street #01-49 Nankin Row,1 System 7 Entry,2
2022-04-07,NTUC FairPrice Yew Tee Point - 21 Choa Chu Kang North 6 #B1-01 to 07 Yew Tee Point,2 Ordinary Entry,2
2022-04-07,Papillon Florist Pte Ltd - Block 133 Jalan Bukit Merah #01-1520,1 Ordinary Entry,2
2022-04-04,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-04-04,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 System 8 Entry,2
2022-03-31,NTUC FairPrice Seletar Mall - 33 Sengkang West Avenue #B2-24 Seletar Mall,1 System 7 Entry,1
2022-03-31,NTUC FairPrice Xpress Macpherson Road - 110 MacPherson Road ExxonMobil,1 System 7 Entry,2
2022-03-31,Singapore Pools Geylang Bahru Branch - Block 57 Geylang Bahru #01-3503,1 System 7 Entry,2
2022-03-31,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2022-03-28,Nan Huat Wine Store - Block 513 Bishan Street 13 #01-508,1 QuickPick System Roll Entry,2
2022-03-28,Singapore Pools Tanjong Pagar Branch - Block 1 Tanjong Pagar Plaza #01-49/50,1 QuickPick System 7 Entry,2
2022-03-24,7-Eleven Store Eunos Crescent - Block 1A Eunos Crescent #01-2469/2471,1 QuickPick Ordinary Entry,1
2022-03-24,Sheng Moh Fruits & Provision Store - 29 Jalan Mas Puteh,1 QuickPick Ordinary Entry,1
2022-03-24,Ng Nam Thye Trading - Taman Jurong - 399 Yung Sheng Road #01-07 Taman Jurong Shopping Centre,1 System 7 Entry,2
2022-03-21,Afro Asia Co Pte Ltd - Block 604 Yishun Street 61 #01-323,1 QuickPick Ordinary Entry,1
2022-03-21,Gerk Chwee Trading - 4 Kensington Park Road,1 System 8 Entry,2
2022-03-21,Cheng Chew Wah Agency - Marine Terrace - Block 58 Marine Terrace #01-47,1 System 7 Entry,2
2022-03-21,7-Eleven Store Plaza Singapura - 68 Orchard Road #01-51 Plaza Singapura,1 Ordinary Entry,2
2022-03-21,7-Eleven Store Sin Ming - 244H Upper Thomson Road,1 Ordinary Entry,2
2022-03-21,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2022-03-21,Teo Khar Bee Agency - Blk 84 Redhill Lane #01-356,1 Ordinary Entry,2
2022-03-17,iTOTO - System 1,iTOTO - System 12,1
2022-03-17,NTUC FairPrice Lorong 4 Toa Payoh - Block 192 Lorong 4 Toa Payoh #01-670/672,1 QuickPick System 7 Entry,2
2022-03-17,Singapore Pools Bukit Gombak Branch - Block 374 Bukit Batok Street 31 #01-170,1 QuickPick System 7 Entry,2
2022-03-17,NTUC FairPrice Senja Road - 628 Senja Road #01-01 Senja Grand,1 QuickPick Ordinary Entry,2
2022-03-17,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-03-17,iTOTO - System 1,iTOTO - System 12,2
2022-03-14,NTUC FairPrice E!Hub @ Downtown East - 1 Pasir Ris Close #02-127 E! Hub @ Downtown East,1 QuickPick Ordinary Entry,2
2022-03-14,Seah Koon Huat (Boon Tiong Rd) - Blk 11A Boon Tiong Rd #01-10,1 QuickPick Ordinary Entry,2
2022-03-10,Cold Storage Northpoint - 930 Yishun Ave 2 #B1-09/12 Northpoint Shopping Centre,1 QuickPick System 8 Entry,2
2022-03-10,Singapore Pools Teck Whye Branch - Block 141 Teck Whye Lane #01-271,1 QuickPick System 7 Entry,2
2022-03-07,Singapore Pools Clementi Town Centre Branch - Block 446 Clementi Avenue 3 #01-183,1 Ordinary Entry,1
2022-03-03,Kis Store - 3 Pickering Street #01-49 Nankin Row,1 QuickPick System 7 Entry,1
2022-03-03,7-Eleven Store Bedok North Street 2 - Block 123 Bedok North Street 2 #01-158,1 QuickPick System 7 Entry,2
2022-03-03,Singapore Pools Anchorvale Road Branch - Block 308 Anchorvale Road #01-05,1 QuickPick System 7 Entry,2
2022-03-03,Delisia Agency Pte Ltd - 149 Rochor Road #B1-26 Fu Lu Shou Complex,1 QuickPick Ordinary Entry,2
2022-03-03,Singapore Pools Lorong 25A Geylang Branch - 62 Lorong 25A Geylang Road,1 System 8 Entry,2
